ID,Date of Birth,Highest Education,Marital Status,Occupation,Race,Sex,Current City,Current State,Current Zip,How long has it been since you bought new clothing?,Which is you favorite store to shop at?,Favorite Clothing to shop for?,Do you have clothing in your closet that you do not wear?,"If yes, approximately how many items?",How often do you shop?,What do you do with old clothing?,Would you be open to donating old clothing?,"If Yes, which organization would you donate to?",How often do you give charity?
1165,1/29/96,Some College,Single,Employeed,Asian,Male,Los Angeles,CA,60613,6 Months,Thrift Store,Tops,Yes,23,Weekly,Throw out,Yes,Salvation Army,Rarely
1166,8/18/83,Bachelor,Married,Employeed,Hispanic,Male,Chicago,IL,91214,Year or more,Department Store,Tops,Yes,10,Weekly,Sell/ Pawn,Yes,Local Church/Synagogue,Often
1167,3/31/95,Some College,Dating,Employeed,White,Male,Los Angeles,CA,33182,6 Months,Thrift Store,Bottoms,Yes,4,Monthly,Keep in closet,Yes,Salvation Army,Sometimes
1168,6/4/86,Masters,Dating,Student,Asian,Male,Miami,FL,60640,Year or more,Thrift Store,Tops,Yes,10,Weekly,Pass down to family or friend,Yes,Homeless Shelter,Sometimes
1169,7/18/81,HS Grad,Married,Student,Black,Male,Chicago,IL,33092,Day,Discount Stores,Tops,Yes,10,Monthly,Sell/ Pawn,Yes,Thrift Store,Rarely
1170,10/28/86,Masters,Dating,Student,White,Female,Miami,FL,30316,Week,Discount Stores,Shoes,No,9,Daily,Donate,Yes,American Red Cross,Sometimes
1171,12/23/86,Bachelor,Married,Employeed,Other,Male,Atlanta,GA,91601,Week,Department Store,Shoes,No,6,Monthly,Throw out,Yes,Local Church/Synagogue,Often
1172,5/30/95,HS Grad,Dating,Employeed,White,Female,Los Angeles,CA,60706,Day,Discount Stores,Bottoms,No,20,Daily,Throw out,Yes,Salvation Army,Never
1173,7/10/83,Bachelor,Single,Employeed,Hispanic,Female,Chicago,IL,30317,Year or more,Department Store,Bottoms,No,4,Monthly,Donate,No ,Salvation Army,Always
1174,4/21/89,HS Grad,Single,Employeed,Black,Male,Atlanta,GA,10123,Year or more,Department Store,Accessories,Yes,22,Weekly,Keep in closet,Yes,Local Church/Synagogue,Never
1175,1/27/89,Some College,Married,Student,Hispanic,Female,New York,NY,90094,Month,Department Store,Accessories,No,13,Monthly,Throw out,Yes,Salvation Army,Always
1176,4/26/96,Some College,Single,Student,Black,Male,Los Angeles,CA,30329,Year or more,Thrift Store,Bottoms,No,22,Daily,Throw out,Yes,Thrift Store,Sometimes
1177,6/13/85,Bachelor,Dating,Employeed,Black,Female,Atlanta,GA,60622,Year or more,Discount Stores,Tops,Yes,12,Monthly,Throw out,No ,Salvation Army,Rarely
1178,6/10/92,Masters,Married,Student,Hispanic,Female,Chicago,IL,10458,Week,Department Store,Tops,Yes,13,Monthly,Pass down to family or friend,No ,Salvation Army,Rarely
1179,3/7/89,Some College,Dating,Student,Other,Female,New York,NY,60632,Day,Thrift Store,Bottoms,No,3,Monthly,Throw out,Yes,Homeless Shelter,Sometimes
1180,5/7/83,Bachelor,Married,Employeed,Other,Female,Chicago,IL,90022,Month,Thrift Store,Tops,No,3,Yearly,Throw out,Yes,Homeless Shelter,Often
1181,9/18/95,HS Grad,Married,Student,White,Female,Los Angeles,CA,11218,6 Months,Discount Stores,Bottoms,Yes,6,Daily,Keep in closet,Yes,Homeless Shelter,Sometimes
1182,10/26/83,Masters,Married,Student,Hispanic,Female,New York,NY,10452,Day,Discount Stores,Bottoms,No,11,Monthly,Donate,Yes,Thrift Store,Always
1183,2/26/84,Some College,Single,Employeed,White,Male,New York,NY,60613,Month,Department Store,Shoes,Yes,23,Yearly,Keep in closet,No ,Goodwill,Rarely
1184,8/22/88,Bachelor,Single,Student,Hispanic,Female,Chicago,IL,33039,Week,Discount Stores,Tops,No,14,Daily,Sell/ Pawn,No ,Goodwill,Sometimes
1185,8/6/82,Bachelor,Married,Student,Hispanic,Male,Miami,FL,10457,Month,Department Store,Bottoms,No,12,Daily,Sell/ Pawn,No ,Homeless Shelter,Sometimes
1186,7/22/96,Bachelor,Married,Student,Asian,Female,New York,NY,11363,Month,Department Store,Tops,No,25,Yearly,Keep in closet,Yes,Thrift Store,Rarely
1187,3/31/85,HS Grad,Single,Student,Hispanic,Female,New York,NY,90604,6 Months,Thrift Store,Accessories,No,21,Monthly,Donate,Yes,Thrift Store,Never
1188,2/7/87,Masters,Dating,Student,Asian,Female,Los Angeles,CA,60639,Day,Thrift Store,Accessories,Yes,23,Yearly,Keep in closet,No ,American Red Cross,Rarely
1189,4/24/91,Some College,Dating,Student,White,Male,Chicago,IL,11361,Month,Discount Stores,Bottoms,Yes,20,Weekly,Sell/ Pawn,No ,Homeless Shelter,Never
1190,2/9/86,Masters,Married,Student,Asian,Male,New York,NY,30328,Year or more,Department Store,Accessories,Yes,4,Monthly,Throw out,No ,Goodwill,Rarely
1191,3/11/86,HS Grad,Single,Employeed,Other,Male,Atlanta,GA,30327,Day,Thrift Store,Bottoms,Yes,10,Monthly,Sell/ Pawn,Yes,Salvation Army,Never
1192,10/23/89,Some College,Dating,Employeed,Black,Female,Atlanta,GA,30327,Year or more,Discount Stores,Bottoms,No,17,Weekly,Keep in closet,Yes,Local Church/Synagogue,Rarely
1193,3/31/90,Masters,Married,Employeed,White,Male,Atlanta,GA,30317,Week,Discount Stores,Bottoms,No,5,Daily,Donate,Yes,Salvation Army,Often
1194,1/8/91,Masters,Married,Student,Hispanic,Male,Atlanta,GA,30303,Year or more,Thrift Store,Shoes,No,14,Daily,Throw out,No ,Thrift Store,Sometimes
1195,2/11/86,HS Grad,Single,Student,Hispanic,Male,Atlanta,GA,33133,Day,Discount Stores,Shoes,Yes,20,Weekly,Pass down to family or friend,Yes,American Red Cross,Often
1196,12/22/93,Some College,Dating,Student,Asian,Male,Miami,FL,30030,Day,Department Store,Shoes,No,3,Daily,Pass down to family or friend,Yes,Salvation Army,Sometimes
1197,4/18/93,Some College,Single,Employeed,Black,Male,Atlanta,GA,90277,Month,Department Store,Accessories,Yes,9,Yearly,Donate,Yes,American Red Cross,Always
1198,2/2/88,HS Grad,Married,Employeed,Asian,Female,Los Angeles,CA,11354,Week,Discount Stores,Tops,Yes,5,Yearly,Pass down to family or friend,No ,Salvation Army,Often
1199,12/30/82,Masters,Dating,Student,Hispanic,Male,New York,NY,10011,Month,Department Store,Bottoms,Yes,3,Daily,Throw out,No ,American Red Cross,Often
1200,1/19/83,Some College,Married,Employeed,Black,Female,New York,NY,33137,Week,Thrift Store,Tops,No,2,Yearly,Pass down to family or friend,No ,American Red Cross,Never
1201,7/12/87,Masters,Dating,Student,White,Female,Miami,FL,33030,Year or more,Discount Stores,Shoes,No,23,Yearly,Donate,Yes,Thrift Store,Often
1202,1/21/92,Masters,Dating,Student,Hispanic,Male,Miami,FL,30079,Week,Department Store,Bottoms,Yes,10,Monthly,Throw out,Yes,American Red Cross,Always
1203,11/23/88,HS Grad,Dating,Employeed,Asian,Male,Atlanta,GA,90731,Day,Department Store,Accessories,Yes,12,Yearly,Donate,Yes,Homeless Shelter,Sometimes
1204,8/12/91,Some College,Married,Student,Other,Female,Los Angeles,CA,11420,Year or more,Department Store,Accessories,No,11,Weekly,Pass down to family or friend,No ,Thrift Store,Never
1205,12/31/81,Some College,Dating,Student,Asian,Female,New York,NY,33013,Week,Department Store,Accessories,Yes,12,Monthly,Keep in closet,Yes,Salvation Army,Rarely
1206,8/22/83,Masters,Dating,Student,Hispanic,Female,Miami,FL,30314,6 Months,Thrift Store,Shoes,Yes,18,Weekly,Pass down to family or friend,Yes,Local Church/Synagogue,Always
1207,3/7/83,Bachelor,Married,Employeed,Black,Male,Atlanta,GA,30084,Year or more,Department Store,Bottoms,No,15,Yearly,Pass down to family or friend,Yes,Thrift Store,Rarely
1208,10/12/88,Some College,Dating,Student,Other,Female,Atlanta,GA,11422,Year or more,Department Store,Accessories,No,11,Daily,Donate,Yes,Goodwill,Often
1209,7/15/85,Some College,Married,Employeed,Black,Male,New York,NY,33130,Day,Thrift Store,Bottoms,No,11,Weekly,Pass down to family or friend,No ,Thrift Store,Sometimes
1210,1/11/96,HS Grad,Dating,Employeed,Black,Female,Miami,FL,60610,Day,Discount Stores,Bottoms,No,17,Weekly,Sell/ Pawn,No ,Local Church/Synagogue,Rarely
1211,3/29/91,Some College,Married,Student,Other,Male,Chicago,IL,60657,Year or more,Department Store,Accessories,No,22,Daily,Throw out,No ,Local Church/Synagogue,Never
1212,6/3/92,Some College,Dating,Employeed,Black,Male,Chicago,IL,11375,Month,Discount Stores,Accessories,Yes,6,Daily,Sell/ Pawn,No ,Homeless Shelter,Sometimes
1213,5/30/96,Some College,Dating,Student,Other,Female,New York,NY,30344,Day,Thrift Store,Accessories,No,9,Daily,Donate,Yes,Salvation Army,Sometimes
1214,3/29/92,Bachelor,Married,Employeed,White,Female,Atlanta,GA,30340,Day,Discount Stores,Bottoms,No,18,Yearly,Pass down to family or friend,Yes,Homeless Shelter,Sometimes
1215,8/15/87,HS Grad,Single,Employeed,Asian,Male,Atlanta,GA,30363,Month,Thrift Store,Bottoms,Yes,6,Weekly,Pass down to family or friend,Yes,Goodwill,Sometimes
1216,10/13/91,HS Grad,Dating,Employeed,Other,Female,Atlanta,GA,30324,Week,Department Store,Bottoms,Yes,20,Monthly,Pass down to family or friend,No ,American Red Cross,Sometimes
1217,4/2/82,HS Grad,Married,Employeed,Asian,Female,Atlanta,GA,90291,Day,Thrift Store,Accessories,Yes,16,Daily,Sell/ Pawn,No ,Goodwill,Always
1218,10/29/83,Bachelor,Single,Employeed,White,Male,Los Angeles,CA,30316,Year or more,Discount Stores,Tops,Yes,1,Yearly,Throw out,No ,Thrift Store,Rarely
1219,10/1/83,Masters,Single,Employeed,White,Male,Atlanta,GA,91501,Day,Discount Stores,Tops,No,22,Monthly,Donate,No ,Salvation Army,Never
1220,3/17/91,Some College,Married,Employeed,Hispanic,Female,Los Angeles,CA,60660,Day,Discount Stores,Bottoms,Yes,4,Yearly,Sell/ Pawn,No ,Goodwill,Never
1221,12/14/88,Some College,Married,Employeed,White,Male,Chicago,IL,60714,Day,Discount Stores,Accessories,No,17,Monthly,Sell/ Pawn,No ,Homeless Shelter,Rarely
1222,1/3/90,Masters,Married,Student,Hispanic,Female,Chicago,IL,33172,Day,Discount Stores,Accessories,No,12,Monthly,Throw out,No ,Local Church/Synagogue,Rarely
1223,10/17/93,Bachelor,Married,Student,Hispanic,Male,Miami,FL,11219,Month,Discount Stores,Bottoms,Yes,4,Daily,Pass down to family or friend,Yes,Local Church/Synagogue,Rarely
1224,10/12/85,Some College,Single,Student,Black,Male,New York,NY,30326,Year or more,Thrift Store,Bottoms,Yes,10,Daily,Pass down to family or friend,Yes,Thrift Store,Sometimes
1225,4/20/88,Bachelor,Dating,Employeed,Hispanic,Female,Atlanta,GA,10460,Day,Discount Stores,Bottoms,No,5,Yearly,Keep in closet,Yes,Goodwill,Rarely
1226,9/19/92,Masters,Dating,Employeed,Black,Female,New York,NY,33010,Week,Department Store,Accessories,Yes,3,Yearly,Keep in closet,Yes,American Red Cross,Sometimes
1227,5/22/82,Masters,Dating,Employeed,White,Male,Miami,FL,33185,6 Months,Department Store,Tops,No,4,Weekly,Donate,Yes,Goodwill,Rarely
1228,12/21/95,Masters,Married,Student,Hispanic,Male,Miami,FL,30340,Year or more,Thrift Store,Bottoms,No,14,Monthly,Donate,No ,Goodwill,Sometimes
1229,2/12/94,HS Grad,Single,Student,Other,Male,Atlanta,GA,30309,Day,Thrift Store,Bottoms,No,12,Yearly,Pass down to family or friend,Yes,Thrift Store,Never
1230,8/1/90,Some College,Single,Student,Other,Female,Atlanta,GA,90012,6 Months,Thrift Store,Tops,Yes,17,Monthly,Pass down to family or friend,No ,Local Church/Synagogue,Never
1231,10/15/95,Masters,Married,Student,Black,Male,Los Angeles,CA,33129,6 Months,Thrift Store,Shoes,Yes,22,Daily,Pass down to family or friend,Yes,Local Church/Synagogue,Sometimes
1232,2/12/92,Masters,Dating,Student,Hispanic,Male,Miami,FL,90280,6 Months,Thrift Store,Shoes,Yes,23,Weekly,Pass down to family or friend,No ,Thrift Store,Always
1233,4/26/96,Masters,Single,Employeed,Asian,Male,Los Angeles,CA,11223,Month,Department Store,Bottoms,No,12,Daily,Donate,No ,Thrift Store,Rarely
1234,8/6/93,Some College,Dating,Student,Other,Male,New York,NY,60641,Week,Discount Stores,Accessories,No,8,Weekly,Pass down to family or friend,No ,American Red Cross,Always
1235,8/2/85,Some College,Dating,Employeed,Black,Male,Chicago,IL,90010,Year or more,Department Store,Accessories,Yes,18,Weekly,Pass down to family or friend,No ,Local Church/Synagogue,Never
1236,10/30/82,Masters,Dating,Employeed,Hispanic,Male,Los Angeles,CA,33166,Month,Department Store,Tops,No,9,Daily,Throw out,No ,Local Church/Synagogue,Never
1237,5/17/93,Masters,Married,Student,Other,Female,Miami,FL,10012,6 Months,Thrift Store,Shoes,No,5,Weekly,Sell/ Pawn,Yes,Salvation Army,Never
1238,10/10/81,HS Grad,Married,Employeed,Other,Female,New York,NY,30338,Year or more,Department Store,Shoes,Yes,14,Yearly,Donate,No ,Local Church/Synagogue,Always
1239,6/4/81,Some College,Married,Student,Asian,Male,Atlanta,GA,91301,Year or more,Thrift Store,Tops,No,20,Yearly,Throw out,Yes,Salvation Army,Rarely
1240,10/28/92,Bachelor,Single,Student,White,Male,Los Angeles,CA,33174,Year or more,Discount Stores,Accessories,No,3,Daily,Pass down to family or friend,Yes,Thrift Store,Often
1241,3/3/93,HS Grad,Dating,Student,Asian,Male,Miami,FL,10458,Year or more,Discount Stores,Shoes,No,20,Monthly,Pass down to family or friend,Yes,Goodwill,Often
1242,2/4/93,Masters,Married,Employeed,Asian,Female,New York,NY,33154,Month,Discount Stores,Tops,Yes,5,Daily,Sell/ Pawn,No ,Goodwill,Never
1243,3/19/82,Bachelor,Single,Employeed,Other,Female,Miami,FL,30308,Year or more,Discount Stores,Accessories,Yes,16,Daily,Sell/ Pawn,Yes,Salvation Army,Sometimes
1244,4/7/85,Bachelor,Dating,Employeed,Other,Male,Atlanta,GA,90189,Month,Discount Stores,Accessories,No,6,Daily,Sell/ Pawn,No ,Thrift Store,Always
1245,10/22/93,Bachelor,Single,Employeed,Hispanic,Male,Los Angeles,CA,33112,6 Months,Thrift Store,Shoes,No,24,Weekly,Donate,No ,Thrift Store,Always
1246,1/9/89,Some College,Single,Employeed,White,Female,Miami,FL,30067,Day,Discount Stores,Tops,Yes,2,Monthly,Throw out,No ,Local Church/Synagogue,Rarely
1247,4/7/82,HS Grad,Married,Employeed,Hispanic,Male,Atlanta,GA,10017,Week,Department Store,Accessories,Yes,21,Weekly,Throw out,No ,Homeless Shelter,Never
1248,2/5/83,Masters,Dating,Student,Black,Female,New York,NY,10456,Month,Thrift Store,Shoes,Yes,6,Yearly,Throw out,No ,American Red Cross,Rarely
1249,3/9/84,HS Grad,Dating,Employeed,Asian,Male,New York,NY,30339,Week,Discount Stores,Tops,No,23,Yearly,Pass down to family or friend,No ,Local Church/Synagogue,Often
1250,5/24/94,Bachelor,Dating,Student,Black,Female,Atlanta,GA,30339,6 Months,Discount Stores,Bottoms,No,23,Weekly,Donate,Yes,American Red Cross,Sometimes
1251,4/1/87,HS Grad,Dating,Student,Other,Female,Atlanta,GA,30345,Week,Discount Stores,Tops,No,21,Weekly,Sell/ Pawn,Yes,Local Church/Synagogue,Rarely
1252,2/6/95,Some College,Single,Employeed,Black,Male,Atlanta,GA,90603,Week,Discount Stores,Tops,Yes,24,Daily,Throw out,Yes,Goodwill,Sometimes
1253,2/5/87,HS Grad,Single,Employeed,Other,Male,Los Angeles,CA,60007,Week,Thrift Store,Shoes,No,5,Yearly,Pass down to family or friend,Yes,Salvation Army,Rarely
1254,2/24/85,Some College,Single,Employeed,Other,Female,Chicago,IL,33126,Month,Department Store,Tops,Yes,3,Weekly,Donate,Yes,Homeless Shelter,Sometimes
1255,12/19/88,Masters,Dating,Student,Other,Male,Miami,FL,30326,Day,Discount Stores,Bottoms,Yes,18,Monthly,Keep in closet,Yes,American Red Cross,Never
1256,9/3/92,Bachelor,Dating,Student,Asian,Male,Atlanta,GA,91043,Day,Department Store,Tops,Yes,3,Monthly,Keep in closet,No ,Thrift Store,Never
1257,5/15/81,Masters,Single,Employeed,Asian,Male,Los Angeles,CA,33166,Day,Discount Stores,Shoes,No,11,Daily,Donate,Yes,Homeless Shelter,Often
1258,3/21/96,HS Grad,Dating,Student,Asian,Female,Miami,FL,10123,Month,Thrift Store,Bottoms,Yes,4,Weekly,Pass down to family or friend,No ,Thrift Store,Never
1259,7/1/82,HS Grad,Married,Student,Black,Female,New York,NY,11236,Month,Thrift Store,Tops,Yes,24,Monthly,Throw out,Yes,Homeless Shelter,Rarely
1260,1/13/93,HS Grad,Single,Employeed,Black,Male,New York,NY,11351,Year or more,Discount Stores,Accessories,Yes,19,Monthly,Sell/ Pawn,Yes,Homeless Shelter,Rarely
1261,2/10/88,Masters,Married,Employeed,Asian,Female,New York,NY,60634,Year or more,Thrift Store,Bottoms,Yes,17,Yearly,Donate,No ,Thrift Store,Never
1262,9/3/90,Bachelor,Single,Student,Asian,Male,Chicago,IL,91023,Month,Thrift Store,Tops,No,16,Daily,Sell/ Pawn,No ,Salvation Army,Always
1263,10/4/88,Some College,Dating,Employeed,Black,Female,Los Angeles,CA,91604,Year or more,Thrift Store,Bottoms,No,14,Yearly,Donate,Yes,Goodwill,Sometimes
1264,3/20/83,Some College,Married,Employeed,White,Female,Los Angeles,CA,33194,Day,Discount Stores,Accessories,No,24,Monthly,Throw out,Yes,Homeless Shelter,Always
1265,12/8/91,Masters,Married,Student,White,Male,Miami,FL,33145,Month,Department Store,Shoes,Yes,18,Yearly,Pass down to family or friend,Yes,Salvation Army,Sometimes
1266,6/15/90,Some College,Married,Student,Hispanic,Male,Miami,FL,33030,6 Months,Thrift Store,Accessories,Yes,23,Daily,Sell/ Pawn,Yes,Goodwill,Sometimes
1267,4/4/91,Bachelor,Dating,Student,Asian,Female,Miami,FL,30360,Year or more,Thrift Store,Shoes,No,13,Yearly,Sell/ Pawn,No ,Goodwill,Sometimes
1268,8/4/87,Some College,Married,Employeed,Asian,Female,Atlanta,GA,33188,Week,Discount Stores,Tops,Yes,7,Weekly,Pass down to family or friend,Yes,Salvation Army,Often
1269,12/19/91,HS Grad,Single,Student,Hispanic,Male,Miami,FL,30337,6 Months,Thrift Store,Accessories,Yes,16,Weekly,Keep in closet,No ,Salvation Army,Often
1270,5/18/94,Bachelor,Dating,Student,Asian,Male,Atlanta,GA,60640,Week,Department Store,Tops,No,24,Daily,Pass down to family or friend,Yes,Salvation Army,Rarely
1271,7/6/86,Masters,Married,Employeed,Asian,Female,Chicago,IL,90403,Month,Thrift Store,Bottoms,Yes,24,Monthly,Keep in closet,No ,American Red Cross,Never
1272,1/18/84,Some College,Dating,Employeed,Black,Female,Los Angeles,CA,33039,Day,Department Store,Shoes,No,20,Weekly,Sell/ Pawn,Yes,Salvation Army,Sometimes
1273,3/12/89,Bachelor,Married,Employeed,White,Male,Miami,FL,11207,Year or more,Thrift Store,Accessories,Yes,6,Daily,Keep in closet,Yes,Thrift Store,Sometimes
1274,12/31/83,Masters,Single,Student,Hispanic,Male,New York,NY,30345,Year or more,Discount Stores,Tops,Yes,15,Yearly,Sell/ Pawn,No ,Goodwill,Rarely
1275,4/10/96,Masters,Single,Student,Other,Male,Atlanta,GA,60643,Year or more,Thrift Store,Accessories,Yes,7,Weekly,Donate,Yes,Salvation Army,Always
1276,10/15/83,Some College,Dating,Employeed,Asian,Female,Chicago,IL,33133,Day,Department Store,Bottoms,No,19,Weekly,Throw out,No ,American Red Cross,Sometimes
1277,11/12/96,Masters,Dating,Employeed,Black,Female,Miami,FL,33188,Year or more,Discount Stores,Shoes,No,23,Yearly,Donate,Yes,Salvation Army,Never
1278,9/19/86,Some College,Dating,Student,White,Male,Miami,FL,60640,Week,Discount Stores,Tops,No,14,Weekly,Throw out,Yes,Local Church/Synagogue,Sometimes
1279,4/8/93,Some College,Dating,Employeed,Asian,Male,Chicago,IL,60632,Month,Discount Stores,Shoes,No,1,Yearly,Keep in closet,Yes,Goodwill,Always
1280,3/11/85,HS Grad,Single,Student,Asian,Female,Chicago,IL,60643,Week,Discount Stores,Shoes,Yes,14,Monthly,Keep in closet,No ,Goodwill,Rarely
1281,6/2/84,Some College,Married,Employeed,Other,Male,Chicago,IL,90806,Week,Department Store,Tops,Yes,21,Monthly,Keep in closet,Yes,American Red Cross,Rarely
1282,4/20/91,Some College,Single,Employeed,Other,Female,Los Angeles,CA,60068,6 Months,Discount Stores,Bottoms,Yes,6,Monthly,Keep in closet,No ,Goodwill,Rarely
1283,8/22/95,Bachelor,Dating,Employeed,Other,Female,Chicago,IL,60644,Year or more,Department Store,Shoes,Yes,7,Weekly,Pass down to family or friend,Yes,Goodwill,Always
1284,7/10/94,Masters,Dating,Employeed,Asian,Male,Chicago,IL,11222,Day,Department Store,Bottoms,Yes,23,Daily,Donate,No ,Salvation Army,Sometimes
1285,2/15/81,Some College,Dating,Employeed,White,Male,New York,NY,30067,Week,Thrift Store,Accessories,No,9,Monthly,Sell/ Pawn,No ,American Red Cross,Often
1286,6/3/95,Bachelor,Married,Student,Black,Female,Atlanta,GA,33139,6 Months,Discount Stores,Shoes,No,15,Monthly,Throw out,No ,Local Church/Synagogue,Rarely
1287,5/24/87,HS Grad,Dating,Employeed,Asian,Male,Miami,FL,30324,Day,Discount Stores,Accessories,Yes,18,Monthly,Sell/ Pawn,Yes,Thrift Store,Often
1288,1/2/94,Bachelor,Married,Student,Hispanic,Female,Atlanta,GA,91792,6 Months,Discount Stores,Shoes,Yes,25,Monthly,Pass down to family or friend,No ,Homeless Shelter,Often
1289,8/2/94,Masters,Dating,Employeed,White,Male,Los Angeles,CA,33199,6 Months,Discount Stores,Bottoms,No,10,Weekly,Donate,No ,Thrift Store,Often
1290,12/18/90,Bachelor,Single,Employeed,Hispanic,Female,Miami,FL,11203,Year or more,Discount Stores,Accessories,No,18,Monthly,Keep in closet,Yes,Local Church/Synagogue,Sometimes
1291,8/3/86,HS Grad,Dating,Employeed,Black,Male,New York,NY,60018,Day,Thrift Store,Accessories,Yes,15,Monthly,Sell/ Pawn,No ,Local Church/Synagogue,Rarely
1292,3/5/81,Masters,Single,Employeed,Black,Male,Chicago,IL,91208,Day,Discount Stores,Bottoms,No,7,Monthly,Keep in closet,No ,Homeless Shelter,Sometimes
1293,8/7/86,Some College,Dating,Employeed,Other,Female,Los Angeles,CA,30313,Week,Thrift Store,Tops,No,12,Daily,Keep in closet,Yes,Thrift Store,Never
